20                                      Ekin                  Epot 0                  Epot 1                  Etot 0                  Etot 1                   Pop 0                   Pop 1
273                       0.1306696377413781   -302.7530014086557344   -302.6540772036202043   -302.7530014086557344   -302.6540772036202043      0.4116770006560974      0.5883229993957878
274                       0.1297931500754446   -302.7528403463722952   -302.6531108887978689   -302.7528403463722952   -302.6531108887978689      0.4138709229416875      0.5861290770739492
275                       0.1294615217346030   -302.7526542321286342   -302.6521052548133071   -302.7526542321286342   -302.6521052548133071      0.4156354188763703      0.5843645809850658
276                       0.1298637376937284   -302.7524234350260031   -302.6511587530749239   -302.7524234350260031   -302.6511587530749239      0.4175961492327793      0.5824038506830549
277                       0.1307597734933044   -302.7521311732459139   -302.6503973982040065   -302.7521311732459139   -302.6503973982040065      0.4205888925357698      0.5794111075209003
278                       0.1316767797047194   -302.7517439980101130   -302.6499008710347880   -302.7517439980101130   -302.6499008710347880      0.4290135086294057      0.5709864911562721
279                       0.1325876963159073   -302.7510163617116064   -302.6493789409960300   -302.7510163617116064   -302.6493789409960300      0.4360211076640492      0.5639788922316915
280                       0.1327789738529572   -302.7505339181420823   -302.6493377672894098   -302.7505339181420823   -302.6493377672894098      0.4399028283488281      0.5600971718640315
281                       0.1325276184374656   -302.7500070909679266   -302.6493465663404550   -302.7500070909679266   -302.6493465663404550      0.4426451988933756      0.5573548013968710
282                       0.1318802780789506   -302.7494551100749618   -302.6493544899701078   -302.7494551100749618   -302.6493544899701078      0.4451281072630723      0.5548718924779694
283                       0.1309619877159317   -302.7488983321663341   -302.6493831348308845   -302.7488983321663341   -302.6493831348308845      0.4476801418805381      0.5523198580393438
284                       0.1300430228750982   -302.7483484053794314   -302.6494610378588845   -302.7483484053794314   -302.6494610378588845      0.4498553573832024      0.5501446426373924
285                       0.1294782308135140   -302.7478434388688697   -302.6495539609618390   -302.7478434388688697   -302.6495539609618390      0.4509088467827440      0.5490911530420876
286                       0.1295320437771901   -302.7474287503672485   -302.6495748022250609   -302.7474287503672485   -302.6495748022250609      0.4511778945711760      0.5488221053895950
287                       0.1302926779114061   -302.7471274813036075   -302.6494626492695943   -302.7471274813036075   -302.6494626492695943      0.4518504204882682      0.5481495793626792
288                       0.1315821707603843   -302.7469359020912520   -302.6491466561702737   -302.7469359020912520   -302.6491466561702737      0.4536528254487908      0.5463471745652998
289                       0.1330565136178200   -302.7468216382026753   -302.6485984815595884   -302.7468216382026753   -302.6485984815595884      0.4555259033239531      0.5444740967429673
290                       0.1344424091420076   -302.7467267879346764   -302.6478139810303105   -302.7467267879346764   -302.6478139810303105      0.4556586557997542      0.5443413441429699
291                       0.1356010899724134   -302.7466072917229098   -302.6468726301666265   -302.7466072917229098   -302.6468726301666265      0.4543270892365385      0.5456729107877986
292                       0.1363915355802302   -302.7464667461451313   -302.6459349360811188   -302.7464667461451313   -302.6459349360811188      0.4539334234120290      0.5460665766071818
293                       0.1366301036673944   -302.7463233652759982   -302.6451913858886655   -302.7463233652759982   -302.6451913858886655      0.4568157257175263      0.5431842743056889
294                       0.1362599255764349   -302.7462042567738649   -302.6446470008199867   -302.7462042567738649   -302.6446470008199867      0.4631596841816816      0.5368403159545728
295                       0.1355001073335689   -302.7461395924868839   -302.6440891384040697   -302.7461395924868839   -302.6440891384040697      0.4700931147060582      0.5299068852054477
296                       0.1348137119954221   -302.7461210165940315   -302.6434390342113261   -302.7461210165940315   -302.6434390342113261      0.4736151376210889      0.5263848627375056
297                       0.1346201748493115   -302.7461411540879794   -302.6426942957043593   -302.7461411540879794   -302.6426942957043593      0.4879208905605469      0.5120791092541397
298                       0.1360822001675074   -302.7451388519087345   -302.6406651063755362   -302.7451388519087345   -302.6406651063755362      0.5004463351525884      0.4995536651605948
299                       0.1369828399477284   -302.7451645226581718   -302.6396077588621552   -302.7451645226581718   -302.6396077588621552      0.5082481178622613      0.4917518820966081
300                       0.1381123300652503   -302.7452027343052805   -302.6387658673903616   -302.7452027343052805   -302.6387658673903616      0.5142070546761571      0.4857929452658601
301                       0.1392428334499945   -302.7452513887291161   -302.6378895201303862   -302.7452513887291161   -302.6378895201303862      0.5184145650459678      0.4815854350095500
302                       0.1402335617537961   -302.7452947056909807   -302.6366365583871243   -302.7452947056909807   -302.6366365583871243      0.5205394775250286      0.4794605223853664
303                       0.1410433924676963   -302.7453022972599115   -302.6347676596434439   -302.7453022972599115   -302.6347676596434439      0.5216275406983042      0.4783724593601943
304                       0.1416427771437597   -302.7452512595299368   -302.6325751201403023   -302.7452512595299368   -302.6325751201403023      0.5225579768488194      0.4774420231658671
305                       0.1419708313522741   -302.7451423497655583   -302.6306809745897795   -302.7451423497655583   -302.6306809745897795      0.5230978376297974      0.4769021623578804
306                       0.1420386524036957   -302.7450095089756701   -302.6293581671843071   -302.7450095089756701   -302.6293581671843071      0.5232553762424106      0.4767446237567137
307                       0.1419909451684269   -302.7448841713074899   -302.6284419323545194   -302.7448841713074899   -302.6284419323545194      0.5234217257543332      0.4765782742725255
308                       0.1420036807623621   -302.7447236162338413   -302.6277541466421894   -302.7447236162338413   -302.6277541466421894      0.5236991327572433      0.4763008672453053
309                       0.1422341495358811   -302.7445021991184149   -302.6273233186739162   -302.7445021991184149   -302.6273233186739162      0.5244343036066391      0.4755656963965627
310                       0.1427688101953460   -302.7442580966247760   -302.6270336137424124   -302.7442580966247760   -302.6270336137424124      0.5266131358644556      0.4733868642130862
311                       0.1435851724321925   -302.7440184857759391   -302.6268406341018817   -302.7440184857759391   -302.6268406341018817      0.5302970417987152      0.4697029582889879
312                       0.1445622188004272   -302.7438297607089339   -302.6268773053694758   -302.7438297607089339   -302.6268773053694758      0.5337573934955943      0.4662426062102877
313                       0.1454564914346916   -302.7437242380167959   -302.6269489529673251   -302.7437242380167959   -302.6269489529673251      0.5350039602921358      0.4649960398031230
314                       0.1458976560325323   -302.7436421212213986   -302.6267185822290458   -302.7436421212213986   -302.6267185822290458      0.5336656345181010      0.4663343651798847
315                       0.1456659758797110   -302.7435304740104129   -302.6261546215764611   -302.7435304740104129   -302.6261546215764611      0.5310864519210681      0.4689135479666488
316                       0.1449666161686736   -302.7433636517704372   -302.6254262835406053   -302.7433636517704372   -302.6254262835406053      0.5287984210392557      0.4712015791053935
317                       0.1442571116664026   -302.7431302090192276   -302.6246539815698497   -302.7431302090192276   -302.6246539815698497      0.5271016173676722      0.4728983826023528
318                       0.1439174508888364   -302.7428794260011955   -302.6238714834479424   -302.7428794260011955   -302.6238714834479424      0.5258797027455576      0.4741202972704630
319                       0.1440273095681229   -302.7426551154183016   -302.6230638762887679   -302.7426551154183016   -302.6230638762887679      0.5251205113590154      0.4748794886537346
320                       0.1443684447932550   -302.7424450189546405   -302.6222615411379593   -302.7424450189546405   -302.6222615411379593      0.5247262532951152      0.4752737466997928
321                       0.1447097237391568   -302.7422129838959108   -302.6214378247917693   -302.7422129838959108   -302.6214378247917693      0.5248212167784685      0.4751787832164950
322                       0.1450605558791647   -302.7419343295796352   -302.6205570384388466   -302.7419343295796352   -302.6205570384388466      0.5253741736612306      0.4746258263237617
323                       0.1455951494536074   -302.7415991123153276   -302.6198032209353528   -302.7415991123153276   -302.6198032209353528      0.5261395162576277      0.4738604837207323
324                       0.1464490758921290   -302.7412230729368616   -302.6193101322699022   -302.7412230729368616   -302.6193101322699022      0.5267120433622832      0.4732879565942985
325                       0.1476044920705854   -302.7408397876458821   -302.6189672052297510   -302.7408397876458821   -302.6189672052297510      0.5266699400156988      0.4733300600129394
326                       0.1488601554583434   -302.7404917261225705   -302.6185014774870865   -302.7404917261225705   -302.6185014774870865      0.5261344138549522      0.4738655862461060
327                       0.1498730489199097   -302.7401761174386365   -302.6178050767279046   -302.7401761174386365   -302.6178050767279046      0.5256480675403480      0.4743519324842021
328                       0.1503579314854835   -302.7398718655838366   -302.6171092282413611   -302.7398718655838366   -302.6171092282413611      0.5254109425978817      0.4745890574293585
329                       0.1502842076142726   -302.7395949416909389   -302.6166002285438594   -302.7395949416909389   -302.6166002285438594      0.5254895124646742      0.4745104875594950
330                       0.1499159479438036   -302.7393404637290928   -302.6162628639353898   -302.7393404637290928   -302.6162628639353898      0.5259731123818189      0.4740268875859896
331                       0.1497124525559879   -302.7391261031933141   -302.6161069037726747   -302.7391261031933141   -302.6161069037726747      0.5263146691770086      0.4736853307701634
332                       0.1500296849968565   -302.7389605509484340   -302.6160839869030497   -302.7389605509484340   -302.6160839869030497      0.5261708512960683      0.4738291487362083
333                       0.1508097025863458   -302.7388151796707803   -302.6159515397706059   -302.7388151796707803   -302.6159515397706059      0.5259502948244711      0.4740497051580094
334                       0.1516273577040126   -302.7386771265994980   -302.6156092923878873   -302.7386771265994980   -302.6156092923878873      0.5258524660711990      0.4741475338995266
335                       0.1520920625904366   -302.7385616452395993   -302.6151656530372520   -302.7385616452395993   -302.6151656530372520      0.5256864132214146      0.4743135867969713
336                       0.1521733085369528   -302.7384515114948726   -302.6147092814605912   -302.7384515114948726   -302.6147092814605912      0.5253615002177190      0.4746384997630867
337                       0.1521551016301653   -302.7383460384264708   -302.6142229838198432   -302.7383460384264708   -302.6142229838198432      0.5250335217875751      0.4749664782163910
338                       0.1523377925105598   -302.7382621440834214   -302.6136927264489032   -302.7382621440834214   -302.6136927264489032      0.5248594560048124      0.4751405440064491
339                       0.1527403695454568   -302.7381939655982706   -302.6131580883132415   -302.7381939655982706   -302.6131580883132415      0.5248014641101912      0.4751985358794910
340                       0.1531202313744772   -302.7381309003673664   -302.6126585971700251   -302.7381309003673664   -302.6126585971700251      0.5247604011527518      0.4752395988599307
341                       0.1531699980654424   -302.7380819290165732   -302.6122087849168452   -302.7380819290165732   -302.6122087849168452      0.5247610282808191      0.4752389717084712
342                       0.1527010000427556   -302.7380199031563279   -302.6118301396756465   -302.7380199031563279   -302.6118301396756465      0.5248360144819275      0.4751639855335522
343                       0.1518517190412273   -302.7379020563953418   -302.6115361131780332   -302.7379020563953418   -302.6115361131780332      0.5249995788491097      0.4750004211422911
344                       0.1510735418991156   -302.7377422266210942   -302.6113506627115726   -302.7377422266210942   -302.6113506627115726      0.5252417807847408      0.4747582191994529
345                       0.1507857405406712   -302.7375723249336943   -302.6112830599637959   -302.7375723249336943   -302.6112830599637959      0.5254976451317339      0.4745023548864111
346                       0.1510506745495282   -302.7374160582896820   -302.6113127056639200   -302.7374160582896820   -302.6113127056639200      0.5258271646038188      0.4741728354043512
347                       0.1515383234441082   -302.7372574470300037   -302.6114835705870973   -302.7372574470300037   -302.6114835705870973      0.5265220064542147      0.4734779935448054
348                       0.1518144758372268   -302.7370957336563606   -302.6117691660426203   -302.7370957336563606   -302.6117691660426203      0.5275970035624186      0.4724029965351055
349                       0.1516679169406311   -302.7369387679739816   -302.6119891470717675   -302.7369387679739816   -302.6119891470717675      0.5284257013384265      0.4715742986118072
350                       0.1511833975881060   -302.7367815184476854   -302.6119755940819687   -302.7367815184476854   -302.6119755940819687      0.5285788957955468      0.4714211042257319
351                       0.1506486546403814   -302.7366030960758962   -302.6117482671815537   -302.7366030960758962   -302.6117482671815537      0.5284326814811169      0.4715673185869175
352                       0.1504276860542062   -302.7364271722722151   -302.6114099652619416   -302.7364271722722151   -302.6114099652619416      0.5283441342302760      0.4716558658606401
353                       0.1508280577853928   -302.7362935519821008   -302.6110061552290631   -302.7362935519821008   -302.6110061552290631      0.5283329274686830      0.4716670725163292
354                       0.1519671210597133   -302.7361784639484199   -302.6104851330440511   -302.7361784639484199   -302.6104851330440511      0.5284063861221178      0.4715936139234406
355                       0.1535985220749617   -302.7360619570049494   -302.6098256855090085   -302.7360619570049494   -302.6098256855090085      0.5284286281620516      0.4715713718514978
356                       0.1551842565321506   -302.7359664654251787   -302.6091029163814596   -302.7359664654251787   -302.6091029163814596      0.5552248028522593      0.4447751974691384
357                       0.1578298664258839   -302.7343124304944126   -302.6067737746724333   -302.7343124304944126   -302.6067737746724333      0.5748363038578547      0.4251636967512158
358                       0.1581897072830671   -302.7342317836748293   -302.6060315495619761   -302.7342317836748293   -302.6060315495619761      0.5867369870639918      0.4132630136035020
359                       0.1581316516462284   -302.7340966652583347   -302.6052587418175222   -302.7340966652583347   -302.6052587418175222      0.5952509422892950      0.4047490575568485
360                       0.1579741971191820   -302.7339403050145279   -302.6045054835784640   -302.7339403050145279   -302.6045054835784640      0.6021208409660997      0.3978791594579970
361                       0.1578250217895792   -302.7337772643994072   -302.6037537560113151   -302.7337772643994072   -302.6037537560113151      0.6075335162371497      0.3924664839228132
362                       0.1575170058922841   -302.7335584338475769   -302.6029979845588400   -302.7335584338475769   -302.6029979845588400      0.6115198425849349      0.3884801571879877
363                       0.1567874549161551   -302.7332902055859449   -302.6022584864028886   -302.7332902055859449   -302.6022584864028886      0.6142704624181219      0.3857295376485337
364                       0.1556057482221206   -302.7330064897411148   -302.6015098091119171   -302.7330064897411148   -302.6015098091119171      0.6158740790252745      0.3841259210360499
365                       0.1544259293637274   -302.7327051461701330   -302.6007493723161588   -302.7327051461701330   -302.6007493723161588      0.6167359784279677      0.3832640217141437
366                       0.1539129383737994   -302.7323913216584401   -302.6000108631106968   -302.7323913216584401   -302.6000108631106968      0.6174727226813623      0.3825272772172026
367                       0.1543367223888516   -302.7320865493673523   -302.5993089040198925   -302.7320865493673523   -302.5993089040198925      0.6184372239229523      0.3815627760005922
368                       0.1553890506507105   -302.7318049857636311   -302.5987010266812831   -302.7318049857636311   -302.5987010266812831      0.6195445546716871      0.3804554452923981
369                       0.1565609296169992   -302.7315712578403009   -302.5982353237127427   -302.7315712578403009   -302.5982353237127427      0.6203661847779840      0.3796338152025797
370                       0.1575150531696186   -302.7314131420583294   -302.5978489242489786   -302.7314131420583294   -302.5978489242489786      0.6206018009612445      0.3793981990382930
371                       0.1581238527830700   -302.7312956727311075   -302.5974096651464720   -302.7312956727311075   -302.5974096651464720      0.6203731100914404      0.3796268899458646
372                       0.1584315944654676   -302.7312000974142165   -302.5969271680954762   -302.7312000974142165   -302.5969271680954762      0.6199379609205928      0.3800620390918660
373                       0.1585879481447259   -302.7311041465727044   -302.5964718632657764   -302.7311041465727044   -302.5964718632657764      0.6195712252069580      0.3804287748051544
374                       0.1587559014094000   -302.7309728066238677   -302.5960570832958183   -302.7309728066238677   -302.5960570832958183      0.6195419005100652      0.3804580994875502
375                       0.1590654179876151   -302.7308310666035140   -302.5956799258319734   -302.7308310666035140   -302.5956799258319734      0.6200666702977548      0.3799333297210271
376                       0.1595694530915878   -302.7306972404144290   -302.5953428818410202   -302.7306972404144290   -302.5953428818410202      0.6212941351875527      0.3787058648086109
377                       0.1601894437656623   -302.7305830928592059   -302.5949418633313144   -302.7305830928592059   -302.5949418633313144      0.6229634271842427      0.3770365728677007
378                       0.1607380939823437   -302.7305010745951677   -302.5943241671138253   -302.7305010745951677   -302.5943241671138253      0.6244766417431992      0.3755233581191737
379                       0.1611155602452930   -302.7304631720415387   -302.5935235578549509   -302.7304631720415387   -302.5935235578549509      0.6255599486856799      0.3744400513304156
380                       0.1614050247662641   -302.7304373799027530   -302.5926891340909606   -302.7304373799027530   -302.5926891340909606      0.6262998431849874      0.3737001565246340
381                       0.1617190442685562   -302.7303843785468302   -302.5919078399961677   -302.7303843785468302   -302.5919078399961677      0.6268751304075463      0.3731248692383967
382                       0.1620087775243551   -302.7303012651543099   -302.5911595753338474   -302.7303012651543099   -302.5911595753338474      0.6274532569424993      0.3725467433974686
383                       0.1620776745008286   -302.7302159537100010   -302.5904717606173335   -302.7302159537100010   -302.5904717606173335      0.6279550111574060      0.3720449885495674
384                       0.1617884584805072   -302.7301482654702340   -302.5899053527882074   -302.7301482654702340   -302.5899053527882074      0.6279915449577993      0.3720084549667142
385                       0.1612413815936623   -302.7301076863090543   -302.5894068368191370   -302.7301076863090543   -302.5894068368191370      0.6274542173586668      0.3725457825828145
386                       0.1607284866389657   -302.7300674379791303   -302.5888291809450834   -302.7300674379791303   -302.5888291809450834      0.6267399566845125      0.3732600430977645
387                       0.1604968545130794   -302.7300349246209521   -302.5880886652826689   -302.7300349246209521   -302.5880886652826689      0.6260570719417256      0.3739429279408572
388                       0.1606127835616611   -302.7300164306859074   -302.5872767431592933   -302.7300164306859074   -302.5872767431592933      0.6252764712653319      0.3747235287330258
389                       0.1609828946455062   -302.7300185156082080   -302.5866123864780093   -302.7300185156082080   -302.5866123864780093      0.6243888642339390      0.3756111356415610
390                       0.1613970311259366   -302.7300231005860951   -302.5861670817335494   -302.7300231005860951   -302.5861670817335494      0.6235969081327768      0.3764030918177910
391                       0.1616328708518945   -302.7299831067138598   -302.5859373720610961   -302.7299831067138598   -302.5859373720610961      0.6230073708208518      0.3769926292010465
392                       0.1615456134186896   -302.7299108111006376   -302.5858674255719620   -302.7299108111006376   -302.5858674255719620      0.6225822447351224      0.3774177552143215
393                       0.1611507023104607   -302.7297997054322991   -302.5858438442681404   -302.7297997054322991   -302.5858438442681404      0.6222444404830648      0.3777555594569392
394                       0.1605986420279095   -302.7296674989816552   -302.5858483753993937   -302.7296674989816552   -302.5858483753993937      0.6260824237445520      0.3739175760663296
395                       0.1606043467438154   -302.7290279866693936   -302.5853217781453282   -302.7290279866693936   -302.5853217781453282      0.6346300109483703      0.3653699891139863
396                       0.1604781974813936   -302.7288963916536204   -302.5852489989180754   -302.7288963916536204   -302.5852489989180754      0.6390923342289641      0.3609076656235565
397                       0.1609794998405325   -302.7287784680173672   -302.5850953382654893   -302.7287784680173672   -302.5850953382654893      0.6412886544513353      0.3587113455849367
398                       0.1621431789699206   -302.7286663876219563   -302.5848161746652636   -302.7286663876219563   -302.5848161746652636      0.6423788354484053      0.3576211644730028
399                       0.1637876563066933   -302.7285629560528264   -302.5843997777365075   -302.7285629560528264   -302.5843997777365075      0.6430064828117243      0.3569935172066609
400                       0.1655570394198115   -302.7284747542783521   -302.5839045499548661   -302.7284747542783521   -302.5839045499548661      0.6435169943366253      0.3564830056680854
401                       0.1670478494703092   -302.7283972303816881   -302.5834052135104457   -302.7283972303816881   -302.5834052135104457      0.6440771907669196      0.3559228092267876
402                       0.1680118469027948   -302.7283178033104605   -302.5829366346328584   -302.7283178033104605   -302.5829366346328584      0.6446080925146960      0.3553919074780301
403                       0.1683998509164215   -302.7282194023352417   -302.5824222149712455   -302.7282194023352417   -302.5824222149712455      0.6505862126874450      0.3494137874192579
404                       0.1685461528102488   -302.7277309547799860   -302.5815008208531935   -302.7277309547799860   -302.5815008208531935      0.6565909049836973      0.3434090952609769
405                       0.1678266831168268   -302.7276356031360365   -302.5809272091852904   -302.7276356031360365   -302.5809272091852904      0.6600396435020079      0.3399603568075808
406                       0.1668391349794149   -302.7275508211268402   -302.5801083625122487   -302.7275508211268402   -302.5801083625122487      0.6616675559805274      0.3383324441822010
407                       0.1659111323164140   -302.7274677657317739   -302.5792610711241650   -302.7274677657317739   -302.5792610711241650      0.6623405261072113      0.3376594737656222
408                       0.1654503948059768   -302.7273782413919321   -302.5786225811595500   -302.7273782413919321   -302.5786225811595500      0.6631528774515613      0.3368471224728531
409                       0.1657540906641428   -302.7273071646228573   -302.5781518759854407   -302.7273071646228573   -302.5781518759854407      0.6641712782066767      0.3358287216127260
410                       0.1667782564323431   -302.7272863767486228   -302.5777474510425122   -302.7272863767486228   -302.5777474510425122      0.6649936683346502      0.3350063316405332
411                       0.1681445833719770   -302.7273185101186073   -302.5774406628195266   -302.7273185101186073   -302.5774406628195266      0.6657345036810657      0.3342654963926966
412                       0.1693344537625703   -302.7273650362797639   -302.5773805812764294   -302.7273650362797639   -302.5773805812764294      0.6664170773566885      0.3335829226583606
413                       0.1699153191700907   -302.7273908379521572   -302.5774401385780834   -302.7273908379521572   -302.5774401385780834      0.6668850455002314      0.3331149544698409
414                       0.1697612598945985   -302.7273711192935366   -302.5773982986527244   -302.7273711192935366   -302.5773982986527244      0.6674121521059050      0.3325878479158315
415                       0.1690389806532197   -302.7273046248959076   -302.5772463005245072   -302.7273046248959076   -302.5772463005245072      0.6683823293005031      0.3316176706077432
416                       0.1680540014564074   -302.7272084178881073   -302.5769517121379977   -302.7272084178881073   -302.5769517121379977      0.6696923898199526      0.3303076102519611
417                       0.1672034190688045   -302.7271117128585729   -302.5763911916360485   -302.7271117128585729   -302.5763911916360485      0.6708125213857683      0.3291874784606634
418                       0.1668453442457403   -302.7270177966403821   -302.5756824655246646   -302.7270177966403821   -302.5756824655246646      0.6714281231489873      0.3285718767910279
419                       0.1671206735237345   -302.7269348105454583   -302.5750317335149475   -302.7269348105454583   -302.5750317335149475      0.6715620614222128      0.3284379386147818
420                       0.1678656566692860   -302.7268827229655699   -302.5744288720295572   -302.7268827229655699   -302.5744288720295572      0.6712175198299901      0.3287824802951668
421                       0.1686924877238779   -302.7268397266248030   -302.5738423765772609   -302.7268397266248030   -302.5738423765772609      0.6704439973069534      0.3295560026285249
422                       0.1692145313043270   -302.7267430809637290   -302.5732512388919417   -302.7267430809637290   -302.5732512388919417      0.6694942609441834      0.3305057390942825
423                       0.1692267555905154   -302.7265711878916363   -302.5726652516993909   -302.7265711878916363   -302.5726652516993909      0.6686600097441512      0.3313399902580594
424                       0.1687706890771089   -302.7263797454965584   -302.5721327431068630   -302.7263797454965584   -302.5721327431068630      0.6680962422443694      0.3319037577287638
425                       0.1680369961839270   -302.7262286038747447   -302.5715408162864719   -302.7262286038747447   -302.5715408162864719      0.6678054418380190      0.3321945581236906
426                       0.1672273540471675   -302.7261275014531634   -302.5708477424791454   -302.7261275014531634   -302.5708477424791454      0.6677007779310857      0.3322992220988030
427                       0.1664925577808865   -302.7260561769638798   -302.5701273651080783   -302.7260561769638798   -302.5701273651080783      0.6676857637350986      0.3323142362229931
428                       0.1659457654608124   -302.7259963841128751   -302.5693939689240324   -302.7259963841128751   -302.5693939689240324      0.6677068699994190      0.3322931299726712
429                       0.1657059861531145   -302.7259513239690136   -302.5686080607460440   -302.7259513239690136   -302.5686080607460440      0.6677826451795028      0.3322173548437780
430                       0.1659326245510164   -302.7259525260767532   -302.5677041505738885   -302.7259525260767532   -302.5677041505738885      0.6679475808213114      0.3320524191490475
431                       0.1667627611074913   -302.7259937543296360   -302.5667048988789247   -302.7259937543296360   -302.5667048988789247      0.6682530952605793      0.3317469047246949
432                       0.1681481910165614   -302.7260553275925758   -302.5657345827152085   -302.7260553275925758   -302.5657345827152085      0.6689296531535013      0.3310703468164076
433                       0.1697030217220031   -302.7261104912236647   -302.5648136632358387   -302.7261104912236647   -302.5648136632358387      0.6702848585877847      0.3297151415510488
434                       0.1708061562787305   -302.7261347892635399   -302.5638663046030956   -302.7261347892635399   -302.5638663046030956      0.6721184716200499      0.3278815282650501
435                       0.1710372846563726   -302.7261470045162355   -302.5630018081060371   -302.7261470045162355   -302.5630018081060371      0.6733613862719859      0.3266386135586935
436                       0.1704813266910084   -302.7261627301626845   -302.5623560330664077   -302.7261627301626845   -302.5623560330664077      0.6732303333706749      0.3267696665527178
437                       0.1695951117243576   -302.7261514236805624   -302.5619988266413998   -302.7261514236805624   -302.5619988266413998      0.6721411133920864      0.3278588867291906
438                       0.1689098734021595   -302.7261178156977621   -302.5619537281741600   -302.7261178156977621   -302.5619537281741600      0.6709544984088545      0.3290455014566572
439                       0.1687684571472542   -302.7260773135922136   -302.5621545579559779   -302.7260773135922136   -302.5621545579559779      0.6701269765304417      0.3298730234178268
440                       0.1692089320273911   -302.7260143272563937   -302.5625210426783269   -302.7260143272563937   -302.5625210426783269      0.6695713392746901      0.3304286606976209
441                       0.1700237439023364   -302.7259535276864426   -302.5629916558212926   -302.7259535276864426   -302.5629916558212926      0.6689814772643807      0.3310185227181617
442                       0.1709168625561463   -302.7259151002751878   -302.5634804963775650   -302.7259151002751878   -302.5634804963775650      0.6684662857534843      0.3315337143049135
443                       0.1716683480016216   -302.7258853741450935   -302.5638341629202159   -302.7258853741450935   -302.5638341629202159      0.6684079453526385      0.3315920546402630
444                       0.1721936973885025   -302.7258209824295250   -302.5640947629166249   -302.7258209824295250   -302.5640947629166249      0.6690868625791948      0.3309131374318116
445                       0.1724867243701652   -302.7257151756054441   -302.5644937547850759   -302.7257151756054441   -302.5644937547850759      0.6711337511079377      0.3288662489930727
446                       0.1725445713179230   -302.7256323545797727   -302.5650746888370008   -302.7256323545797727   -302.5650746888370008      0.6779555041023370      0.3220444955106838
447                       0.1723667275850290   -302.7255990207139575   -302.5656756154609752   -302.7255990207139575   -302.5656756154609752      0.6697592533763344      0.3302407466931055
448                       0.1720015591204608   -302.7255835131548451   -302.5661503252538864   -302.7255835131548451   -302.5661503252538864      0.6806946635364145      0.3193053367237221
449                       0.1715717444189153   -302.7255534097309919   -302.5666150312449645   -302.7255534097309919   -302.5666150312449645      0.6686022080063773      0.3313977919745760
450                       0.1712787704266333   -302.7255398793768677   -302.5672624006824663   -302.7255398793768677   -302.5672624006824663      0.6757846308246476      0.3242153692625801
451                       0.1716308310764194   -302.7256011489032517   -302.5679240838885562   -302.7256011489032517   -302.5679240838885562      0.6749226708017828      0.3250773292607653
452                       0.1721689460992425   -302.7257111343099609   -302.5683041591729534   -302.7257111343099609   -302.5683041591729534      0.6687739695098496      0.3312260304955389
453                       0.1726730543677628   -302.7258375000180308   -302.5683459804426434   -302.7258375000180308   -302.5683459804426434      0.6734938483137244      0.3265061523690273
454                       0.1731561228986940   -302.7255767069771082   -302.5678879659593008   -302.7255767069771082   -302.5678879659593008      0.7006094842164788      0.2993905152801483
455                       0.1729983330088866   -302.7254418478875095   -302.5675739344355861   -302.7254418478875095   -302.5675739344355861      0.6919663260293039      0.3080336746568201
456                       0.1724420046964490   -302.7254931157390843   -302.5675024266249693   -302.7254931157390843   -302.5675024266249693      0.6878855698845541      0.3121144302459940
457                       0.1721268539103631   -302.7253847807003240   -302.5673837087683751   -302.7253847807003240   -302.5673837087683751      0.6865338260108843      0.3134661740332427
458                       0.1720061070557868   -302.7252579192060580   -302.5672168282420671   -302.7252579192060580   -302.5672168282420671      0.6874981449058649      0.3125018551883526
459                       0.1719915231323927   -302.7251594538213908   -302.5668400806318914   -302.7251594538213908   -302.5668400806318914      0.6887120896464017      0.3112879102217415
460                       0.1720575576341602   -302.7250969702634507   -302.5663147685544345   -302.7250969702634507   -302.5663147685544345      0.6900360937922508      0.3099639062750883
461                       0.1722915844065561   -302.7250454871718830   -302.5657440820341435   -302.7250454871718830   -302.5657440820341435      0.6914262054600794      0.3085737946185942
462                       0.1727208139091503   -302.7250157309072733   -302.5651557865379004   -302.7250157309072733   -302.5651557865379004      0.6926433648524273      0.3073566351763947
463                       0.1731931423448112   -302.7250371115090957   -302.5646108748849770   -302.7250371115090957   -302.5646108748849770      0.6933072904561624      0.3066927095312493
464                       0.1734905547221556   -302.7250553047350650   -302.5641793923629734   -302.7250553047350650   -302.5641793923629734      0.6934309292896275      0.3065690706727286
465                       0.1735034431246534   -302.7249666928224201   -302.5638148848053675   -302.7249666928224201   -302.5638148848053675      0.6934403249191073      0.3065596750612061
466                       0.1733353475592539   -302.7248156757198672   -302.5634516612487914   -302.7248156757198672   -302.5634516612487914      0.6936054589255591      0.3063945410878753
467                       0.1731432014676579   -302.7246912369886900   -302.5630877778776835   -302.7246912369886900   -302.5630877778776835      0.6937484465127622      0.3062515534739533
468                       0.1730391670607751   -302.7245947155930708   -302.5627976841765303   -302.7245947155930708   -302.5627976841765303      0.6937879038596795      0.3062120960823719
469                       0.1730545768564692   -302.7244667695254066   -302.5626133560767244   -302.7244667695254066   -302.5626133560767244      0.6960390997877214      0.3039609004185788
470                       0.1731212620467342   -302.7243060056333661   -302.5625275598551980   -302.7243060056333661   -302.5625275598551980      0.7060312416449915      0.2939687584396690
471                       0.1732168077189026   -302.7241468456907683   -302.5625347502451064   -302.7241468456907683   -302.5625347502451064      0.7110123321658440      0.2889876673039219
